Year,Locationdesc,Response,Total_SS_Loc,latitude,longitude,Percentage_Loc,Sample_Size
2012,Montana,Yes,50364,47.066528972,-109.424420645,17.81,8976
2012,Nebraska,No,111837,41.641040988001,-99.365720623,83.94,93907
2012,Nebraska,Yes,111837,41.641040988001,-99.365720623,16.04,17930
2012,Nevada,No,27976,39.49324039,-117.071840564,82.04,22958
2012,Nevada,Yes,27976,39.49324039,-117.071840564,17.92,5018
2012,New Hampshire,No,43438,43.655950113,-71.50036092,86.41,37521
2012,New Hampshire,Yes,43438,43.655950113,-71.50036092,13.65,5917
2012,New Jersey,No,87492,40.130570048,-74.273691288,84.74,74127
2012,New Jersey,Yes,87492,40.130570048,-74.273691288,15.3,13365
2012,New Mexico,No,50574,34.520880952,-106.240580985,82.92,41929
2012,New Mexico,Yes,50574,34.520880952,-106.240580985,17.09,8645
2012,New York,No,34564,42.827001032,-75.543970427,85.12,29417
2012,New York,Yes,34564,42.827001032,-75.543970427,14.870000000000001,5147
2012,North Carolina,No,68201,35.466220975,-79.159250463,81.49,55582
2012,North Carolina,Yes,68201,35.466220975,-79.159250463,18.48,12619
2012,North Dakota,No,28226,47.475319779,-100.118421049,83.39,23529
2012,North Dakota,Yes,28226,47.475319779,-100.118421049,16.66,4697
2012,Ohio,No,74054,40.060210141,-82.404260056,80.35,59505
2012,Ohio,Yes,74054,40.060210141,-82.404260056,19.63,14549
2012,Oklahoma,No,46759,35.472031356,-97.521070214,79.27,37080
2012,Oklahoma,Yes,46759,35.472031356,-97.521070214,20.72,9679
2012,Oregon,No,30212,44.567449424,-120.155031326,85.99,25982
2012,Oregon,Yes,30212,44.567449424,-120.155031326,14.01,4230
2012,Pennsylvania,No,114501,40.793730152,-77.860700294,81.53,93348
2012,Pennsylvania,Yes,114501,40.793730152,-77.860700294,18.46,21153
2012,Puerto Rico,No,36620,18.220833,-66.590149,90.13000000000001,33011
2012,Puerto Rico,Yes,36620,18.220833,-66.590149,9.85,3609
2012,Rhode Island,No,31396,41.708280193,-71.522470314,84.57000000000001,26549
2012,Rhode Island,Yes,31396,41.708280193,-71.522470314,15.46,4847
2012,South Carolina,No,73049,33.998821303,-81.045371207,82.61,60345
2012,South Carolina,Yes,73049,33.998821303,-81.045371207,17.4,12704
2012,South Dakota,No,45522,44.353130053,-100.373530637,81.35,37031
2012,South Dakota,Yes,45522,44.353130053,-100.373530637,18.65,8491
2012,Tennessee,No,39033,35.68094058,-85.774490914,78.05,30467
2012,Tennessee,Yes,39033,35.68094058,-85.774490914,21.95,8566
2012,Texas,No,52395,31.827240407,-99.426770206,85.15,44602
2012,Texas,Yes,52395,31.827240407,-99.426770206,14.9,7793
2012,Utah,No,71557,39.360700171,-111.587130635,91.39,65381
2012,Utah,Yes,71557,39.360700171,-111.587130635,8.64,6176
2012,Vermont,No,34848,43.625381239,-72.517640791,86.59,30163
2012,Vermont,Yes,34848,43.625381239,-72.517640791,13.43,4685
2012,Virginia,No,41785,37.542680674,-78.457890463,84.56,35332
2012,Virginia,Yes,41785,37.542680674,-78.457890463,15.46,6453
2012,Washington,No,88827,47.522278629,-120.47001079,86.5,76858
2012,Washington,Yes,88827,47.522278629,-120.47001079,13.46,11969
2012,West Virginia,No,31527,38.665510202,-80.712640135,76.1,23982
2012,West Virginia,Yes,31527,38.665510202,-80.712640135,23.94,7545
2012,Wisconsin,No,30204,44.393191174,-89.816370742,82.1,24802
2012,Wisconsin,Yes,30204,44.393191174,-89.816370742,17.89,5402
2012,Wyoming,No,35954,43.235541343,-108.109830353,84.52,30393
2012,Wyoming,Yes,35954,43.235541343,-108.109830353,15.459999999999999,5561
2013,Alabama,No,36896,32.840571122,-86.631860762,82.59,30484
2013,Alabama,Yes,36896,32.840571122,-86.631860762,17.39,6412
2013,Alaska,No,26373,64.845079957001,-147.722059036,79.32,20922
2013,Alaska,Yes,26373,64.845079957001,-147.722059036,20.68,5451
2013,Arizona,No,23992,34.86597028,-111.763811277,84.88,20367
2013,Arizona,Yes,23992,34.86597028,-111.763811277,15.11,3625
2013,Arkansas,No,29674,34.748650124,-92.274490743,80.1,23780
2013,Arkansas,Yes,29674,34.748650124,-92.274490743,19.85,5894
2013,California,No,62859,37.638640123,-120.999999538,88.45,55602
2013,California,Yes,62859,37.638640123,-120.999999538,11.58,7257
2013,Colorado,No,74953,38.843840757,-106.133610921,85.66,64191
2013,Colorado,Yes,74953,38.843840757,-106.133610921,14.36,10762
2013,Connecticut,No,43651,41.56266102,-72.649840952,85.76,37441
2013,Connecticut,Yes,43651,41.56266102,-72.649840952,14.2,6210
2013,Delaware,No,29476,39.008830667,-75.577741168,83.17999999999999,24516
2013,Delaware,Yes,29476,39.008830667,-75.577741168,16.84,4960
2013,District of Columbia,No,27485,38.890371385,-77.031961127,86.64,23805
2013,District of Columbia,Yes,27485,38.890371385,-77.031961127,13.41,3680
2013,Florida,No,192427,28.932040377,-81.928960539,83.61,160879
2013,Florida,Yes,192427,28.932040377,-81.928960539,16.43,31548
2013,Georgia,No,45029,32.839681093,-83.627580346,84.65,38111
2013,Georgia,Yes,45029,32.839681093,-83.627580346,15.38,6918
2013,Guam,No,10696,13.444304,144.793731,76.33,8163
2013,Guam,Yes,10696,13.444304,144.793731,23.7,2533
2013,Hawaii,No,45222,21.304850435,-157.857749403,87.14,39417
2013,Hawaii,Yes,45222,21.304850435,-157.857749403,12.82,5805
2013,Idaho,No,32216,43.682630005,-114.363730042,85.55,27562
2013,Idaho,Yes,32216,43.682630005,-114.363730042,14.45,4654
2013,Illinois,No,32824,40.485010283,-88.997710178,84.79,27829
2013,Illinois,Yes,32824,40.485010283,-88.997710178,15.209999999999999,4995
2013,Indiana,No,58708,39.766910452,-86.149960194,81.35,47758
2013,Indiana,Yes,58708,39.766910452,-86.149960194,18.66,10950
2013,Iowa,No,46809,42.469400913,-93.816490556,84.54,39575
2013,Iowa,Yes,46809,42.469400913,-93.816490556,15.45,7234
2013,Kansas,No,134142,38.3477403,-98.200781227,83.02,111405
2013,Kansas,Yes,134142,38.3477403,-98.200781227,16.919999999999998,22737
2013,Kentucky,No,60259,37.645970271,-84.774971048,77.28999999999999,46591
2013,Kentucky,Yes,60259,37.645970271,-84.774971048,22.66,13668
2013,Louisiana,No,30060,31.312660644,-92.445680071,82.66,24839
2013,Louisiana,Yes,30060,31.312660644,-92.445680071,17.38,5221
2013,Maine,No,46773,45.254228894001,-68.985031336,84.24,39396
2013,Maine,Yes,46773,45.254228894001,-68.985031336,15.76,7377
2013,Maryland,No,73431,39.290580964,-76.609260111,86.64,63598
2013,Maryland,Yes,73431,39.290580964,-76.609260111,13.43,9833
2013,Massachusetts,No,83292,42.27687047,-72.082690675,84.64,70520
2013,Massachusetts,Yes,83292,42.27687047,-72.082690675,15.31,12772
2013,Michigan,No,73192,44.661319543001,-84.71439027,82.69,60525
2013,Michigan,Yes,73192,44.661319543001,-84.71439027,17.310000000000002,12667
2013,Minnesota,No,81032,46.355648736,-94.794200503,85.46,69245
2013,Minnesota,Yes,81032,46.355648736,-94.794200503,14.56,11787
2013,Mississippi,No,42242,32.745510099,-89.538030825,81.22,34297
2013,Mississippi,Yes,42242,32.745510099,-89.538030825,18.830000000000002,7945
2013,Missouri,No,39837,38.635790776,-92.566300053,80.18,31951
2013,Missouri,Yes,39837,38.635790776,-92.566300053,19.86,7886
2013,Montana,No,56075,47.066528972,-109.424420645,82.4,46191
2013,Montana,Yes,56075,47.066528972,-109.424420645,17.62,9884
2013,Nebraska,No,98183,41.641040988001,-99.365720623,84.57,83075
2013,Nebraska,Yes,98183,41.641040988001,-99.365720623,15.37,15108
2013,Nevada,No,29111,39.49324039,-117.071840564,82.09,23903
2013,Nevada,Yes,29111,39.49324039,-117.071840564,17.88,5208
2013,New Hampshire,No,36768,43.655950113,-71.50036092,86.47,31797
2013,New Hampshire,Yes,36768,43.655950113,-71.50036092,13.49,4971
2013,New Jersey,No,73394,40.130570048,-74.273691288,84.7,62160
2013,New Jersey,Yes,73394,40.130570048,-74.273691288,15.31,11234
2013,New Mexico,No,53330,34.520880952,-106.240580985,83.0,44236
2013,New Mexico,Yes,53330,34.520880952,-106.240580985,17.05,9094
2013,New York,No,50436,42.827001032,-75.543970427,86.15,43451
2013,New York,Yes,50436,42.827001032,-75.543970427,13.870000000000001,6985
2013,North Carolina,No,50410,35.466220975,-79.159250463,82.18,41417
2013,North Carolina,Yes,50410,35.466220975,-79.159250463,17.81,8993
2013,North Dakota,No,44835,47.475319779,-100.118421049,82.46,36967
2013,North Dakota,Yes,44835,47.475319779,-100.118421049,17.53,7868
2013,Ohio,No,67284,40.060210141,-82.404260056,79.31,53356
2013,Ohio,Yes,67284,40.060210141,-82.404260056,20.72,13928
2013,Oklahoma,No,47755,35.472031356,-97.521070214,80.64,38500
2013,Oklahoma,Yes,47755,35.472031356,-97.521070214,19.34,9255
2013,Oregon,No,33864,44.567449424,-120.155031326,86.07000000000001,29150
2013,Oregon,Yes,33864,44.567449424,-120.155031326,13.94,4714
2013,Pennsylvania,No,64869,40.793730152,-77.860700294,81.82,53101
2013,Pennsylvania,Yes,64869,40.793730152,-77.860700294,18.18,11768
2013,Puerto Rico,No,34817,18.220833,-66.590149,91.53,31869
2013,Puerto Rico,Yes,34817,18.220833,-66.590149,8.45,2948
2013,Rhode Island,No,36399,41.708280193,-71.522470314,85.35,31067
2013,Rhode Island,Yes,36399,41.708280193,-71.522470314,14.6,5332
2013,South Carolina,No,61072,33.998821303,-81.045371207,82.81,50585
2013,South Carolina,Yes,61072,33.998821303,-81.045371207,17.2,10487
2013,South Dakota,No,39501,44.353130053,-100.373530637,82.13,32434
2013,South Dakota,Yes,39501,44.353130053,-100.373530637,17.91,7067
2013,Tennessee,No,31199,35.68094058,-85.774490914,78.28,24420
2013,Tennessee,Yes,31199,35.68094058,-85.774490914,21.759999999999998,6779
2013,Texas,No,61520,31.827240407,-99.426770206,86.09,52961
2013,Texas,Yes,61520,31.827240407,-99.426770206,13.94,8559
2013,Utah,No,73030,39.360700171,-111.587130635,91.15,66548
2013,Utah,Yes,73030,39.360700171,-111.587130635,8.88,6482
2013,Vermont,No,36541,43.625381239,-72.517640791,85.82000000000001,31368
2013,Vermont,Yes,36541,43.625381239,-72.517640791,14.14,5173
2013,Virginia,No,47412,37.542680674,-78.457890463,82.66,39195
2013,Virginia,Yes,47412,37.542680674,-78.457890463,17.35,8217
2013,Washington,No,64412,47.522278629,-120.47001079,86.97,56025
2013,Washington,Yes,64412,47.522278629,-120.47001079,13.02,8387
2013,West Virginia,No,34090,38.665510202,-80.712640135,76.16,25956
2013,West Virginia,Yes,34090,38.665510202,-80.712640135,23.86,8134
2013,Wisconsin,No,36808,44.393191174,-89.816370742,82.89,30508
2013,Wisconsin,Yes,36808,44.393191174,-89.816370742,17.11,6300
2013,Wyoming,No,36860,43.235541343,-108.109830353,84.49,31145
2013,Wyoming,Yes,36860,43.235541343,-108.109830353,15.49,5715
2014,Alabama,No,48490,32.840571122,-86.631860762,81.99,39782
2014,Alabama,Yes,48490,32.840571122,-86.631860762,17.98,8708
2014,Alaska,No,24802,64.845079957001,-147.722059036,82.11,20373
2014,Alaska,Yes,24802,64.845079957001,-147.722059036,17.830000000000002,4429
2014,Arizona,No,81486,34.86597028,-111.763811277,86.98,70888
2014,Arizona,Yes,81486,34.86597028,-111.763811277,13.01,10598
2014,Arkansas,No,28612,34.748650124,-92.274490743,81.24,23254
2014,Arkansas,Yes,28612,34.748650124,-92.274490743,18.73,5358
2014,California,No,48042,37.638640123,-120.999999538,88.21000000000001,42381
2014,California,Yes,48042,37.638640123,-120.999999538,11.76,5661
2014,Colorado,No,71661,38.843840757,-106.133610921,87.07000000000001,62368
2014,Colorado,Yes,71661,38.843840757,-106.133610921,13.01,9293
2014,Connecticut,No,43333,41.56266102,-72.649840952,87.9,38093
2014,Connecticut,Yes,43333,41.56266102,-72.649840952,12.08,5240
2014,Delaware,No,24112,39.008830667,-75.577741168,84.15,20285
2014,Delaware,Yes,24112,39.008830667,-75.577741168,15.83,3827
2014,District of Columbia,No,22264,38.890371385,-77.031961127,87.39,19452
2014,District of Columbia,Yes,22264,38.890371385,-77.031961127,12.66,2812
2014,Florida,No,53694,28.932040377,-81.928960539,86.11,46247
2014,Florida,Yes,53694,28.932040377,-81.928960539,13.87,7447
2014,Georgia,No,34737,32.839681093,-83.627580346,85.77,29786
2014,Georgia,Yes,34737,32.839681093,-83.627580346,14.23,4951
2014,Guam,No,13960,13.444304,144.793731,76.03,10612
2014,Guam,Yes,13960,13.444304,144.793731,24.0,3348
2014,Hawaii,No,40553,21.304850435,-157.857749403,86.5,35075
2014,Hawaii,Yes,40553,21.304850435,-157.857749403,13.52,5478
2014,Idaho,No,30892,43.682630005,-114.363730042,85.63,26450
2014,Idaho,Yes,30892,43.682630005,-114.363730042,14.370000000000001,4442
2014,Illinois,No,28788,40.485010283,-88.997710178,86.54,24911
2014,Illinois,Yes,28788,40.485010283,-88.997710178,13.5,3877
2014,Indiana,No,64165,39.766910452,-86.149960194,82.33,52835
2014,Indiana,Yes,64165,39.766910452,-86.149960194,17.66,11330
2014,Iowa,No,45408,42.469400913,-93.816490556,84.89999999999999,38544
2014,Iowa,Yes,45408,42.469400913,-93.816490556,15.11,6864
2014,Kansas,No,76871,38.3477403,-98.200781227,84.49,64945
2014,Kansas,Yes,76871,38.3477403,-98.200781227,15.54,11926
2014,Kentucky,No,62866,37.645970271,-84.774971048,78.78,49510
2014,Kentucky,Yes,62866,37.645970271,-84.774971048,21.240000000000002,13356
2014,Louisiana,No,38038,31.312660644,-92.445680071,79.68,30303
2014,Louisiana,Yes,38038,31.312660644,-92.445680071,20.349999999999998,7735
2014,Maine,No,51852,45.254228894001,-68.985031336,84.96000000000001,44046
2014,Maine,Yes,51852,45.254228894001,-68.985031336,15.05,7806
2014,Maryland,No,70555,39.290580964,-76.609260111,88.11,62197
2014,Maryland,Yes,70555,39.290580964,-76.609260111,11.83,8358
2014,Massachusetts,No,85494,42.27687047,-72.082690675,86.92,74328
2014,Massachusetts,Yes,85494,42.27687047,-72.082690675,13.0,11166
2014,Michigan,No,48113,44.661319543001,-84.71439027,84.22,40518
2014,Michigan,Yes,48113,44.661319543001,-84.71439027,15.79,7595
2014,Minnesota,No,92935,46.355648736,-94.794200503,85.4,79349
2014,Minnesota,Yes,92935,46.355648736,-94.794200503,14.66,13586
2014,Mississippi,No,23809,32.745510099,-89.538030825,82.64,19677
2014,Mississippi,Yes,23809,32.745510099,-89.538030825,17.34,4132
2014,Missouri,No,39816,38.635790776,-92.566300053,82.08,32675
2014,Missouri,Yes,39816,38.635790776,-92.566300053,17.89,7141
2014,Montana,No,42707,47.066528972,-109.424420645,83.28999999999999,35578
2014,Montana,Yes,42707,47.066528972,-109.424420645,16.69,7129
2014,Nebraska,No,127693,41.641040988001,-99.365720623,85.01,108517
2014,Nebraska,Yes,127693,41.641040988001,-99.365720623,15.01,19176
2014,Nevada,No,21315,39.49324039,-117.071840564,84.49,18009
2014,Nevada,Yes,21315,39.49324039,-117.071840564,15.48,3306
2014,New Hampshire,No,34214,43.655950113,-71.50036092,85.39,29207
2014,New Hampshire,Yes,34214,43.655950113,-71.50036092,14.63,5007
2014,New Jersey,No,70995,40.130570048,-74.273691288,86.16,61165
2014,New Jersey,Yes,70995,40.130570048,-74.273691288,13.83,9830
2014,New Mexico,No,48999,34.520880952,-106.240580985,84.15,41220
2014,New Mexico,Yes,48999,34.520880952,-106.240580985,15.84,7779
2014,New York,No,37395,42.827001032,-75.543970427,86.92,32502
2014,New York,Yes,37395,42.827001032,-75.543970427,13.07,4893
2014,North Carolina,No,40412,35.466220975,-79.159250463,83.19,33612
2014,North Carolina,Yes,40412,35.466220975,-79.159250463,16.8,6800
2014,North Dakota,No,43980,47.475319779,-100.118421049,84.4,37130
2014,North Dakota,Yes,43980,47.475319779,-100.118421049,15.59,6850
2014,Ohio,No,61948,40.060210141,-82.404260056,82.65,51199
2014,Ohio,Yes,61948,40.060210141,-82.404260056,17.32,10749
2014,Oklahoma,No,48033,35.472031356,-97.521070214,82.5,39644
2014,Oklahoma,Yes,48033,35.472031356,-97.521070214,17.44,8389
2014,Oregon,No,29021,44.567449424,-120.155031326,86.53,25112
2014,Oregon,Yes,29021,44.567449424,-120.155031326,13.44,3909
2014,Pennsylvania,No,61343,40.793730152,-77.860700294,82.67,50701
2014,Pennsylvania,Yes,61343,40.793730152,-77.860700294,17.330000000000002,10642
2014,Puerto Rico,No,34442,18.220833,-66.590149,90.9,31303
2014,Puerto Rico,Yes,34442,18.220833,-66.590149,9.120000000000001,3139
2014,Rhode Island,No,35481,41.708280193,-71.522470314,86.53,30693
2014,Rhode Island,Yes,35481,41.708280193,-71.522470314,13.48,4788
2014,South Carolina,No,61952,33.998821303,-81.045371207,82.72,51261
2014,South Carolina,Yes,61952,33.998821303,-81.045371207,17.24,10691
2014,South Dakota,No,41945,44.353130053,-100.373530637,83.67,35097
2014,South Dakota,Yes,41945,44.353130053,-100.373530637,16.3,6848
2014,Tennessee,No,28131,35.68094058,-85.774490914,79.92,22471
2014,Tennessee,Yes,28131,35.68094058,-85.774490914,20.07,5660
2014,Texas,No,84445,31.827240407,-99.426770206,87.21,73638
2014,Texas,Yes,84445,31.827240407,-99.426770206,12.74,10807
2014,Utah,No,84597,39.360700171,-111.587130635,91.6,77485
2014,Utah,Yes,84597,39.360700171,-111.587130635,8.38,7112
2014,Vermont,No,36126,43.625381239,-72.517640791,85.89,31033
2014,Vermont,Yes,36126,43.625381239,-72.517640791,14.1,5093
2014,Virginia,No,53232,37.542680674,-78.457890463,83.9,44666
2014,Virginia,Yes,53232,37.542680674,-78.457890463,16.080000000000002,8566
2014,Washington,No,57129,47.522278629,-120.47001079,88.2,50388
2014,Washington,Yes,57129,47.522278629,-120.47001079,11.83,6741
2014,West Virginia,No,35407,38.665510202,-80.712640135,77.5,27432
2014,West Virginia,Yes,35407,38.665510202,-80.712640135,22.53,7975
2014,Wisconsin,No,39692,44.393191174,-89.816370742,84.83,33677
2014,Wisconsin,Yes,39692,44.393191174,-89.816370742,15.17,6015
2014,Wyoming,No,35336,43.235541343,-108.109830353,85.55,30224
2014,Wyoming,Yes,35336,43.235541343,-108.109830353,14.46,5112
2015,Alabama,No,44460,32.840571122,-86.631860762,81.71,36334
2015,Alabama,Yes,44460,32.840571122,-86.631860762,18.3,8126
2015,Alaska,No,20919,64.845079957001,-147.722059036,81.97,17154
2015,Alaska,Yes,20919,64.845079957001,-147.722059036,18.0,3765
2015,Arizona,No,43973,34.86597028,-111.763811277,88.24,38804
2015,Arizona,Yes,43973,34.86597028,-111.763811277,11.75,5169
2015,Arkansas,No,29233,34.748650124,-92.274490743,83.13,24308
2015,Arkansas,Yes,29233,34.748650124,-92.274490743,16.84,4925
2015,California,No,66692,37.638640123,-120.999999538,88.54,59059
2015,California,Yes,66692,37.638640123,-120.999999538,11.39,7633
2015,Colorado,No,72119,38.843840757,-106.133610921,86.43,62307
2015,Colorado,Yes,72119,38.843840757,-106.133610921,13.62,9812
2015,Connecticut,No,65675,41.56266102,-72.649840952,88.38,58030
2015,Connecticut,Yes,65675,41.56266102,-72.649840952,11.620000000000001,7645
2015,Delaware,No,22799,39.008830667,-75.577741168,84.38,19237
2015,Delaware,Yes,22799,39.008830667,-75.577741168,15.629999999999999,3562
2015,District of Columbia,No,22012,38.890371385,-77.031961127,87.12,19180
2015,District of Columbia,Yes,22012,38.890371385,-77.031961127,12.84,2832
2015,Florida,No,54041,28.932040377,-81.928960539,86.8,46887
2015,Florida,Yes,54041,28.932040377,-81.928960539,13.25,7154
2015,Georgia,No,25960,32.839681093,-83.627580346,85.06,22086
2015,Georgia,Yes,25960,32.839681093,-83.627580346,14.92,3874
