Year,Locationdesc,Response,Total_SS_Loc,latitude,longitude,Percentage_Loc,Sample_Size
2012,District of Columbia,No,21733,38.890371385,-77.031961127,86.34,18763
2012,District of Columbia,Yes,21733,38.890371385,-77.031961127,13.66,2970
2012,Florida,No,43462,28.932040377,-81.928960539,84.89,36887
2012,Florida,Yes,43462,28.932040377,-81.928960539,15.1,6575
2012,Georgia,No,34486,32.839681093,-83.627580346,83.47,28790
2012,Georgia,Yes,34486,32.839681093,-83.627580346,16.51,5696
2012,Guam,No,11525,13.444304,144.793731,76.73,8843
2012,Guam,Yes,11525,13.444304,144.793731,23.25,2682
2012,Hawaii,No,44160,21.304850435,-157.857749403,85.85,37908
2012,Hawaii,Yes,44160,21.304850435,-157.857749403,14.14,6252
2012,Idaho,No,33886,43.682630005,-114.363730042,86.28,29232
2012,Idaho,Yes,33886,43.682630005,-114.363730042,13.72,4654
2012,Illinois,No,32778,40.485010283,-88.997710178,85.62,28056
2012,Illinois,Yes,32778,40.485010283,-88.997710178,14.42,4722
2012,Indiana,No,49687,39.766910452,-86.149960194,79.2,39347
2012,Indiana,Yes,49687,39.766910452,-86.149960194,20.79,10340
2012,Iowa,No,41113,42.469400913,-93.816490556,84.81,34880
2012,Iowa,Yes,41113,42.469400913,-93.816490556,15.15,6233
2012,Kansas,No,68757,38.3477403,-98.200781227,84.21,57902
2012,Kansas,Yes,68757,38.3477403,-98.200781227,15.790000000000001,10855
2012,Kentucky,No,63729,37.645970271,-84.774971048,76.41,48696
2012,Kentucky,Yes,63729,37.645970271,-84.774971048,23.61,15033
2012,Louisiana,No,52470,31.312660644,-92.445680071,80.96000000000001,42463
2012,Louisiana,Yes,52470,31.312660644,-92.445680071,19.05,10007
2012,Maine,No,57672,45.254228894001,-68.985031336,83.56,48216
2012,Maine,Yes,57672,45.254228894001,-68.985031336,16.38,9456
2012,Maryland,No,72822,39.290580964,-76.609260111,86.24,62797
2012,Maryland,Yes,72822,39.290580964,-76.609260111,13.76,10025
2012,Massachusetts,No,120558,42.27687047,-72.082690675,84.5,101842
2012,Massachusetts,Yes,120558,42.27687047,-72.082690675,15.52,18716
2012,Michigan,No,60641,44.661319543001,-84.71439027,82.25,49870
2012,Michigan,Yes,60641,44.661319543001,-84.71439027,17.79,10771
2012,Minnesota,No,69729,46.355648736,-94.794200503,83.79,58423
2012,Minnesota,Yes,69729,46.355648736,-94.794200503,16.2,11306
2012,Mississippi,No,44890,32.745510099,-89.538030825,81.4,36554
2012,Mississippi,Yes,44890,32.745510099,-89.538030825,18.57,8336
2012,Missouri,No,38854,38.635790776,-92.566300053,79.57,30911
2012,Missouri,Yes,38854,38.635790776,-92.566300053,20.41,7943
2012,Montana,No,50364,47.066528972,-109.424420645,82.19,41388
